"ID_COMUNA_D","k","empsit","factor_expansion","empcom","fe_empcom","sum_fe_empcom","emp"
32,109,171.54692874,85.77346437,3570.84529189,306283.771414709,18595778.5734341,299.552931139495
32,111,428.00794974,85.77346437,3570.84529189,306283.771414709,18595778.5734341,747.381703871493
32,92,918.56089996,85.77346437,3570.84529189,306283.771414709,18595778.5734341,1603.97864324453
32,102,85.77346437,85.77346437,3570.84529189,306283.771414709,18595778.5734341,149.776465569748
32,101,257.32039311,85.77346437,3570.84529189,306283.771414709,18595778.5734341,449.329396709243
32,100,164.1589304,85.77346437,3570.84529189,306283.771414709,18595778.5734341,286.6521081737
33,41,167.29255712,83.64627856,2736.60009301,228906.413687236,18595778.5734341,284.87931626823
33,43,410.4979042,83.64627856,2736.60009301,228906.413687236,18595778.5734341,699.029079901947
33,60,270.01608652,83.64627856,2736.60009301,228906.413687236,18595778.5734341,459.805262311008
33,49,934.72619745,83.64627856,2736.60009301,228906.413687236,18595778.5734341,1591.72747796874
33,50,83.64627856,83.64627856,2736.60009301,228906.413687236,18595778.5734341,142.439658134115
33,52,283.94155901,83.64627856,2736.60009301,228906.413687236,18595778.5734341,483.518684772581
33,53,83.64627856,83.64627856,2736.60009301,228906.413687236,18595778.5734341,142.439658134115
33,56,78.38546603,83.64627856,2736.60009301,228906.413687236,18595778.5734341,133.481120454004
33,42,339.24739381,83.64627856,2736.60009301,228906.413687236,18595778.5734341,577.697939813594
33,59,85.20037175,83.64627856,2736.60009301,228906.413687236,18595778.5734341,145.086093893159
NA,NA,NA,NA,NA,NA,NA,NA
