"IdComunao","IdMunicipioo","IdSito","IdMunicipiod","IdSitd","Horao","Horad","MedioTTE2","Medios3","Medio_reg","dpie","dpub","dpri","Multimode","Number_modes","minutos","IdComunad","PrimeroDeFactorExpansion"
"15","10","84","10","108",1899-12-31 07:30:00,1899-12-31 08:00:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,30,"11",76.6666666666667
"15","10","84","10","82",1899-12-31 05:30:00,1899-12-31 06:00:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,30,"15",76.6666666666667
"15","10","84","10","77",1899-12-31 08:30:00,1899-12-31 08:40:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,10,"14",76.6666666666667
"15","10","84","10","1",1899-12-31 08:00:00,1899-12-31 08:30:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,30,"10",76.6666666666667
"15","10","84","10","1",1899-12-31 07:00:00,1899-12-31 07:30:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,30,"10",76.6666666666667
"15","10","85","10","18",1899-12-31 09:00:00,1899-12-31 09:45:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,45,"10",76.6666666666667
"15","10","85","10","212",1899-12-31 08:00:00,1899-12-31 08:45:00,"50","A pie + Publico + A pie","Publico",1,1,0,0,1,45,"04",76.6666666666667
"15","10","85","10","26",1899-12-31 05:15:00,1899-12-31 05:50:00,"50","A pie + Publico + A pie","Publico",1,1,0,0,1,35,"08",76.6666666666667
"15","10","85","10","95",1899-12-31 06:20:00,1899-12-31 06:50:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,30,"15",76.6666666666667
"15","10","85","10","79",1899-12-31 07:30:00,1899-12-31 07:45:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,15,"15",76.6666666666667
"15","10","85","10","368",1899-12-31 06:00:00,1899-12-31 06:15:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,15,"15",76.6666666666667
"15","10","85","10","79",1899-12-31 07:15:00,1899-12-31 07:35:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,20,"15",76.6666666666667
"15","10","95","10","133",1899-12-31 05:00:00,1899-12-31 05:50:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,50,"12",76.6666666666667
"15","10","95","10","70",1899-12-31 06:30:00,1899-12-31 07:30:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,60,"14",76.6666666666667
"15","10","95","10","99",1899-12-31 05:30:00,1899-12-31 06:20:00,"7","Privado + NA + NA","Privado",0,0,1,0,0,50,"16",76.6666666666667
"15","10","95","10","93",1899-12-31 07:00:00,1899-12-31 07:40:00,"4","Privado + NA + NA","Privado",0,0,1,0,1,40,"16",76.6666666666667
"15","10","95","10","82",1899-12-31 08:00:00,1899-12-31 08:30:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,30,"15",76.6666666666667
"15","10","95","10","54",1899-12-31 07:00:00,1899-12-31 07:45:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,45,"14",76.6666666666667
"15","10","85","10","84",1899-12-31 05:20:00,1899-12-31 05:50:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,30,"15",76.6666666666667
"15","10","85","10","20",1899-12-31 08:00:00,1899-12-31 08:30:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,30,"10",76.6666666666667
"15","10","85","10","137",1899-12-31 06:00:00,1899-12-31 06:30:00,"8","Privado + NA + NA","Privado",0,0,1,0,0,30,"11",76.6666666666667
"15","10","85","10","368",1899-12-31 06:00:00,1899-12-31 06:15:00,"0","A pie + NA + NA","A pie",1,0,0,0,0,15,"15",76.6666666666667
"15","10","79","10","66",1899-12-31 07:00:00,1899-12-31 08:00:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,60,"14",76.6666666666667
"15","10","79","10","140",1899-12-31 06:40:00,1899-12-31 07:10:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,30,"11",76.6666666666667
"15","10","79","10","17",1899-12-31 07:00:00,1899-12-31 07:30:00,"1","A pie + Publico + A pie","Publico",1,1,0,0,1,30,"10",76.6666666666667
