"","SIT_O","SIT_D","IdSito","IdSitd","IdComunao","IdMunicipioo.x","IdMunicipiod.x","Horao","Horad","MedioTTE2","Medios3","Medio_reg","dpie","dpub","dpri","Multimode","Number_modes","minutos","IdComunad","PrimeroDeFactorExpansion","IdMunicipiod.y","IdMunicipioo.y","dist","distance_bin"
"3254",303,181,"98",138,16,10,10,"1899-12-31 04:50:00","1899-12-31 05:15:00",5,"Publico + NA + NA","Publico",0,1,0,0,1,25,11,59.6666666666667,10,10,4.866,"(3,6]"
"3256",303,274,"98",78,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,30,15,59.6666666666667,10,10,4.118,"(3,6]"
"3262",303,73,"98",186,16,10,10,"1899-12-31 06:00:00","1899-12-31 06:30:00",5,"Publico + NA + NA","Publico",0,1,0,0,1,30,5,59.6666666666667,10,10,12.302,"(12,15]"
"3263",303,73,"98",186,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",5,"Publico + NA + NA","Publico",0,1,0,0,1,30,5,59.6666666666667,10,10,12.302,"(12,15]"
"3264",303,73,"98",186,16,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + Publico","Publico",1,1,0,0,1,60,5,59.6666666666667,10,10,12.302,"(12,15]"
"3267",304,189,"97",136,16,10,10,"1899-12-31 05:55:00","1899-12-31 06:10:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,15,11,59.6666666666667,10,10,5.904,"(3,6]"
"3273",304,304,"97",97,16,10,10,"1899-12-31 08:00:00","1899-12-31 09:00:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,60,16,59.6666666666667,10,10,0,"[0,3]"
"3276",305,155,"96",6,16,10,10,"1899-12-31 08:00:00","1899-12-31 08:45:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,45,10,59.6666666666667,10,10,8.232,"(6,9]"
"3277",305,157,"96",51,16,10,10,"1899-12-31 06:00:00","1899-12-31 06:40:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,40,10,59.6666666666667,10,10,6.535,"(6,9]"
"3278",305,157,"96",51,16,10,10,"1899-12-31 06:00:00","1899-12-31 06:25:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,25,10,59.6666666666667,10,10,6.535,"(6,9]"
"3281",305,167,"96",52,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,6.633,"(6,9]"
"3282",305,167,"96",52,16,10,10,"1899-12-31 13:30:00","1899-12-31 13:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,10,10,59.6666666666667,10,10,6.633,"(6,9]"
"3283",305,167,"96",52,16,10,10,"1899-12-31 12:00:00","1899-12-31 13:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,10,59.6666666666667,10,10,6.633,"(6,9]"
"3284",305,169,"96",3,16,10,10,"1899-12-31 05:15:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,59.6666666666667,10,10,8.364,"(6,9]"
"3286",305,181,"96",138,16,10,10,"1899-12-31 06:30:00","1899-12-31 06:55:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,25,11,59.6666666666667,10,10,9.133,"(9,12]"
"3287",305,184,"96",111,16,10,10,"1899-12-31 14:00:00","1899-12-31 14:45:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,45,11,59.6666666666667,10,10,5.554,"(3,6]"
"3288",305,189,"96",136,16,10,10,"1899-12-31 07:30:00","1899-12-31 07:55:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,25,11,59.6666666666667,10,10,9.479,"(9,12]"
"3289",305,189,"96",136,16,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,11,59.6666666666667,10,10,9.479,"(9,12]"
"3292",305,190,"96",112,16,10,10,"1899-12-31 07:30:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,59.6666666666667,10,10,5.413,"(3,6]"
"3293",305,190,"96",112,16,10,10,"1899-12-31 08:00:00","1899-12-31 08:55:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,55,11,59.6666666666667,10,10,5.413,"(3,6]"
"3294",305,190,"96",112,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,11,59.6666666666667,10,10,5.413,"(3,6]"
"3295",305,190,"96",112,16,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,59.6666666666667,10,10,5.413,"(3,6]"
"3296",305,194,"96",134,16,10,10,"1899-12-31 06:45:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,12,59.6666666666667,10,10,6.085,"(6,9]"
"3299",305,241,"96",71,16,10,10,"1899-12-31 07:30:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,14,59.6666666666667,10,10,6.229,"(6,9]"
"3300",305,247,"96",65,16,10,10,"1899-12-31 14:00:00","1899-12-31 15:00:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,60,14,59.6666666666667,10,10,5.356,"(3,6]"
"3301",305,247,"96",65,16,10,10,"1899-12-31 11:00:00","1899-12-31 11:55:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,55,14,59.6666666666667,10,10,5.356,"(3,6]"
"3305",305,254,"96",66,16,10,10,"1899-12-31 05:30:00","1899-12-31 06:15:00",1,"Publico + A pie + Publico","Publico",1,1,0,0,1,45,14,59.6666666666667,10,10,5.323,"(3,6]"
"3308",305,259,"96",54,16,10,10,"1899-12-31 06:30:00","1899-12-31 06:55:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,25,14,59.6666666666667,10,10,6.29,"(6,9]"
"3310",305,272,"96",80,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:40:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,40,15,59.6666666666667,10,10,4.091,"(3,6]"
"3312",305,274,"96",78,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:45:00",6,"A pie + Publico + NA","Publico",1,1,0,0,1,45,15,59.6666666666667,10,10,3.038,"(3,6]"
"3314",305,274,"96",78,16,10,10,"1899-12-31 12:40:00","1899-12-31 13:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,50,15,59.6666666666667,10,10,3.038,"(3,6]"
"3334",305,309,"96",107,16,10,10,"1899-12-31 06:40:00","1899-12-31 07:05:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,25,16,59.6666666666667,10,10,3.688,"(3,6]"
"3339",305,92,"96",173,16,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"Publico + A pie + Publico","Publico",1,1,0,0,1,60,6,59.6666666666667,10,10,15.709,"(15,18]"
"3343",309,157,"107",51,16,10,10,"1899-12-31 07:14:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,16,10,59.6666666666667,10,10,5.093,"(3,6]"
"3352",309,181,"107",138,16,10,10,"1899-12-31 08:00:00","1899-12-31 08:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,59.6666666666667,10,10,5.574,"(3,6]"
"3356",309,189,"107",136,16,10,10,"1899-12-31 08:00:00","1899-12-31 08:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,11,59.6666666666667,10,10,3.312,"(3,6]"
"3357",309,201,"107",132,16,10,10,"1899-12-31 10:00:00","1899-12-31 10:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,12,59.6666666666667,10,10,2.802,"[0,3]"
"3358",309,203,"107",115,16,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,12,59.6666666666667,10,10,1.551,"[0,3]"
"3361",309,247,"107",65,16,10,10,"1899-12-31 07:30:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,14,59.6666666666667,10,10,6.713,"(6,9]"
"3362",309,252,"107",53,16,10,10,"1899-12-31 06:50:00","1899-12-31 07:10:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,14,59.6666666666667,10,10,4.288,"(3,6]"
"3364",309,258,"107",77,16,10,10,"1899-12-31 07:30:00","1899-12-31 08:14:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,44,14,59.6666666666667,10,10,7.069,"(6,9]"
"3366",309,78,"107",159,16,10,10,"1899-12-31 05:20:00","1899-12-31 05:50:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,30,7,59.6666666666667,10,10,7.47,"(6,9]"
"3367",309,97,"107",155,16,10,10,"1899-12-31 06:00:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,7,59.6666666666667,10,10,5.209,"(3,6]"
"3368",31,138,"228",47,1,10,10,"1899-12-31 06:30:00","1899-12-31 07:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,1,2,70,9,59.6666666666667,10,10,8.985,"(6,9]"
"3369",31,150,"228",9,1,10,10,"1899-12-31 07:30:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,4.659,"(3,6]"
"3370",31,155,"228",6,1,10,10,"1899-12-31 10:00:00","1899-12-31 10:40:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,59.6666666666667,10,10,6.685,"(6,9]"
"3373",31,167,"228",52,1,10,10,"1899-12-31 09:00:00","1899-12-31 10:00:00",3,"A pie + Publico + A pie","Publico",1,1,0,1,2,60,10,59.6666666666667,10,10,7.871,"(6,9]"
"3374",31,167,"228",52,1,10,10,"1899-12-31 06:00:00","1899-12-31 06:40:00",3,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,59.6666666666667,10,10,7.871,"(6,9]"
"3375",31,167,"228",52,1,10,10,"1899-12-31 13:00:00","1899-12-31 14:00:00",3,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,10,59.6666666666667,10,10,7.871,"(6,9]"
"3376",31,168,"228",13,1,10,10,"1899-12-31 05:30:00","1899-12-31 06:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,6.419,"(6,9]"
"3380",31,171,"228",17,1,10,10,"1899-12-31 08:00:00","1899-12-31 08:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,8.328,"(6,9]"
"3381",31,181,"228",138,1,10,10,"1899-12-31 12:00:00","1899-12-31 13:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,90,11,59.6666666666667,10,10,7.636,"(6,9]"
"3384",31,227,"228",121,1,10,10,"1899-12-31 05:00:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,13,59.6666666666667,10,10,13.419,"(12,15]"
"3386",31,247,"228",65,1,10,10,"1899-12-31 12:00:00","1899-12-31 13:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,59.6666666666667,10,10,13.162,"(12,15]"
"3387",31,247,"228",65,1,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",6,"Publico + NA + NA","Publico",0,1,0,0,1,60,14,59.6666666666667,10,10,13.162,"(12,15]"
"3388",31,247,"228",65,1,10,10,"1899-12-31 12:00:00","1899-12-31 13:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,59.6666666666667,10,10,13.162,"(12,15]"
"3389",31,247,"228",65,1,10,10,"1899-12-31 12:00:00","1899-12-31 13:15:00",3,"A pie + Publico + A pie","Publico",1,1,0,1,2,75,14,59.6666666666667,10,10,13.162,"(12,15]"
"3390",31,264,"228",368,1,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,15,59.6666666666667,10,10,10.188,"(9,12]"
"3391",31,31,"228",228,1,10,10,"1899-12-31 16:30:00","1899-12-31 17:30:00",3,"A pie + Publico + Publico","Publico",1,1,0,1,2,60,1,59.6666666666667,10,10,0,"[0,3]"
"3403",31,57,"228",334,1,10,10,"1899-12-31 06:30:00","1899-12-31 07:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,2,59.6666666666667,10,10,2.214,"[0,3]"
"3404",31,57,"228",334,1,10,10,"1899-12-31 07:00:00","1899-12-31 07:20:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,2,59.6666666666667,10,10,2.214,"[0,3]"
"3405",31,79,"228",191,1,10,10,"1899-12-31 06:00:00","1899-12-31 07:15:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,75,5,59.6666666666667,10,10,6.201,"(6,9]"
"3406",31,97,"228",155,1,10,10,"1899-12-31 05:00:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,7,59.6666666666667,10,10,6.838,"(6,9]"
"3407",312,133,"100",29,16,10,10,"1899-12-31 22:00:00","1899-12-31 22:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,8,59.6666666666667,10,10,9.413,"(9,12]"
"3409",312,191,"100",109,16,10,10,"1899-12-31 06:30:00","1899-12-31 06:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,15,11,59.6666666666667,10,10,4.065,"(3,6]"
"3410",312,196,"100",114,16,10,10,"1899-12-31 05:00:00","1899-12-31 05:30:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,30,11,59.6666666666667,10,10,3.673,"(3,6]"
"3411",312,196,"100",114,16,10,10,"1899-12-31 05:00:00","1899-12-31 05:30:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,30,11,59.6666666666667,10,10,3.673,"(3,6]"
"3414",312,255,"100",67,16,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + Publico","Publico",1,1,0,0,1,60,14,59.6666666666667,10,10,7.178,"(6,9]"
"3417",312,312,"100",100,16,10,10,"1899-12-31 06:00:00","1899-12-31 06:30:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,30,16,59.6666666666667,10,10,0,"[0,3]"
"3421",312,312,"100",100,16,10,10,"1899-12-31 09:30:00","1899-12-31 09:40:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,10,16,59.6666666666667,10,10,0,"[0,3]"
"3431",313,157,"99",51,16,10,10,"1899-12-31 05:00:00","1899-12-31 05:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,59.6666666666667,10,10,5.844,"(3,6]"
"3440",313,21,"99",216,16,10,10,"1899-12-31 07:30:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,3,59.6666666666667,10,10,11.664,"(9,12]"
"3441",313,212,"99",116,16,10,10,"1899-12-31 21:00:00","1899-12-31 21:50:00",1,"Publico + A pie + Publico","Publico",1,1,0,0,1,50,12,59.6666666666667,10,10,4.028,"(3,6]"
"3449",313,252,"99",53,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:45:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,45,14,59.6666666666667,10,10,5.039,"(3,6]"
"3450",313,253,"99",55,16,10,10,"1899-12-31 06:00:00","1899-12-31 06:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,50,14,59.6666666666667,10,10,6.606,"(6,9]"
"3453",313,303,"99",98,16,10,10,"1899-12-31 05:00:00","1899-12-31 05:20:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,20,16,59.6666666666667,10,10,0.993,"[0,3]"
"3457",313,312,"99",100,16,10,10,"1899-12-31 07:40:00","1899-12-31 08:15:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,35,16,59.6666666666667,10,10,0.774,"[0,3]"
"3458",313,312,"99",100,16,10,10,"1899-12-31 07:40:00","1899-12-31 08:15:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,35,16,59.6666666666667,10,10,0.774,"[0,3]"
"3477",314,191,"101",109,16,10,10,"1899-12-31 12:00:00","1899-12-31 12:20:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,20,11,59.6666666666667,10,10,3.681,"(3,6]"
"3480",314,254,"101",66,16,10,10,"1899-12-31 06:30:00","1899-12-31 07:10:00",1,"Publico + NA + NA","Publico",0,1,0,0,1,40,14,59.6666666666667,10,10,6.425,"(6,9]"
"3484",314,48,"101",212,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:40:00",50,"A pie + Publico + NA","Publico",1,1,0,0,1,40,4,59.6666666666667,10,10,9.669,"(9,12]"
"3486",314,75,"101",181,16,10,10,"1899-12-31 07:15:00","1899-12-31 08:00:00",50,"A pie + Publico + A pie","Publico",1,1,0,1,2,45,5,59.6666666666667,10,10,10.085,"(9,12]"
"3489",315,158,"103",11,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,7.866,"(6,9]"
"3490",315,171,"103",17,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,5.133,"(3,6]"
"3492",315,171,"103",17,16,10,10,"1899-12-31 08:00:00","1899-12-31 08:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,5.133,"(3,6]"
"3494",315,171,"103",17,16,10,10,"1899-12-31 09:00:00","1899-12-31 09:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,10,59.6666666666667,10,10,5.133,"(3,6]"
"3495",315,171,"103",17,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,5.133,"(3,6]"
"3496",315,182,"103",139,16,10,10,"1899-12-31 06:00:00","1899-12-31 06:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,11,59.6666666666667,10,10,4.89,"(3,6]"
"3497",315,184,"103",111,16,10,10,"1899-12-31 08:00:00","1899-12-31 08:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,59.6666666666667,10,10,4.615,"(3,6]"
"3498",315,189,"103",136,16,10,10,"1899-12-31 06:00:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,11,59.6666666666667,10,10,4.1,"(3,6]"
"3500",315,200,"103",146,16,10,10,"1899-12-31 06:00:00","1899-12-31 06:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,12,59.6666666666667,10,10,4.856,"(3,6]"
"3501",315,201,"103",132,16,10,10,"1899-12-31 08:00:00","1899-12-31 08:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,12,59.6666666666667,10,10,3.498,"(3,6]"
"3502",315,212,"103",116,16,10,10,"1899-12-31 06:30:00","1899-12-31 06:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,12,59.6666666666667,10,10,2.06,"[0,3]"
"3503",315,22,"103",214,16,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,3,59.6666666666667,10,10,11.107,"(9,12]"
"3506",315,252,"103",53,16,10,10,"1899-12-31 06:00:00","1899-12-31 06:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,14,59.6666666666667,10,10,5.218,"(3,6]"
"3507",315,258,"103",77,16,10,10,"1899-12-31 07:30:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,14,59.6666666666667,10,10,7.752,"(6,9]"
"3508",315,263,"103",369,16,10,10,"1899-12-31 07:00:00","1899-12-31 07:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,16,59.6666666666667,10,10,5.177,"(3,6]"
"3511",32,155,"227",6,1,10,10,"1899-12-31 06:00:00","1899-12-31 06:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,59.6666666666667,10,10,6.241,"(6,9]"
"3512",32,157,"227",51,1,10,10,"1899-12-31 08:30:00","1899-12-31 09:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,7.471,"(6,9]"
"3513",32,167,"227",52,1,10,10,"1899-12-31 05:30:00","1899-12-31 06:15:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,59.6666666666667,10,10,7.427,"(6,9]"
"3514",32,167,"227",52,1,10,10,"1899-12-31 05:00:00","1899-12-31 06:00:00",3,"A pie + Publico + A pie","Publico",1,1,0,1,2,60,10,59.6666666666667,10,10,7.427,"(6,9]"
"3515",32,170,"227",4,1,10,10,"1899-12-31 07:00:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,7.195,"(6,9]"
"3516",32,171,"227",17,1,10,10,"1899-12-31 04:20:00","1899-12-31 05:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,10,59.6666666666667,10,10,7.638,"(6,9]"
"3517",32,171,"227",17,1,10,10,"1899-12-31 07:30:00","1899-12-31 08:20:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,50,10,59.6666666666667,10,10,7.638,"(6,9]"
"3518",32,171,"227",17,1,10,10,"1899-12-31 07:10:00","1899-12-31 07:40:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,10,59.6666666666667,10,10,7.638,"(6,9]"
"3521",32,247,"227",65,1,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,14,59.6666666666667,10,10,12.472,"(12,15]"
"3522",32,252,"227",53,1,10,10,"1899-12-31 08:00:00","1899-12-31 08:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,14,59.6666666666667,10,10,10.406,"(9,12]"
"3525",32,274,"227",78,1,10,10,"1899-12-31 07:00:00","1899-12-31 07:50:00",3,"A pie + Publico + A pie","Publico",1,1,0,1,2,50,15,59.6666666666667,10,10,13.98,"(12,15]"
"3530",32,48,"227",212,1,10,10,"1899-12-31 05:30:00","1899-12-31 06:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,4,59.6666666666667,10,10,2.998,"[0,3]"
"3531",32,637,"227",157,1,10,10,"1899-12-31 08:00:00","1899-12-31 09:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,7,59.6666666666667,10,10,6.891,"(6,9]"
"3532",32,68,"227",207,1,10,10,"1899-12-31 09:30:00","1899-12-31 10:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,4,59.6666666666667,10,10,3.15,"(3,6]"
"3535",32,78,"227",159,1,10,10,"1899-12-31 04:50:00","1899-12-31 05:45:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,55,7,59.6666666666667,10,10,5.702,"(3,6]"
"3536",32,93,"227",176,1,10,10,"1899-12-31 17:00:00","1899-12-31 18:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,90,6,59.6666666666667,10,10,3.406,"(3,6]"
"3537",32,95,"227",163,1,10,10,"1899-12-31 06:00:00","1899-12-31 07:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,1,2,60,7,59.6666666666667,10,10,4.812,"(3,6]"
"3538",32,99,"227",157,1,10,10,"1899-12-31 08:00:00","1899-12-31 09:00:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,7,59.6666666666667,10,10,7.429,"(6,9]"
"3539",320,321,"243",315,91,10,10,"1899-12-31 14:00:00","1899-12-31 15:00:00",6,"Publico + NA + NA","Publico",0,1,0,0,1,60,7,52.4367816091954,10,10,20.185,"(18,21]"
"3540",320,416,"243",315,91,10,10,"1899-12-31 14:00:00","1899-12-31 15:00:00",6,"Publico + NA + NA","Publico",0,1,0,0,1,60,7,52.4367816091954,10,10,15.916,"(15,18]"
"3541",320,602,"243",315,91,10,10,"1899-12-31 14:00:00","1899-12-31 15:00:00",6,"Publico + NA + NA","Publico",0,1,0,0,1,60,7,52.4367816091954,10,10,17.096,"(15,18]"
"3542",320,622,"243",315,91,10,10,"1899-12-31 14:00:00","1899-12-31 15:00:00",6,"Publico + NA + NA","Publico",0,1,0,0,1,60,7,52.4367816091954,10,10,16.098,"(15,18]"
"3543",321,111,"315",168,7,10,10,"1899-12-31 21:00:00","1899-12-31 21:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,6,71.8095238095238,10,10,9.155,"(9,12]"
"3546",321,167,"315",52,7,10,10,"1899-12-31 04:00:00","1899-12-31 04:45:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,45,10,71.8095238095238,10,10,14.43,"(12,15]"
"3547",321,171,"315",17,7,10,10,"1899-12-31 08:30:00","1899-12-31 08:35:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,5,10,71.8095238095238,10,10,12.327,"(12,15]"
"3549",321,181,"315",138,7,10,10,"1899-12-31 06:30:00","1899-12-31 07:30:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,11,71.8095238095238,10,10,10.76,"(9,12]"
"3550",321,183,"315",137,7,10,10,"1899-12-31 06:30:00","1899-12-31 07:20:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,50,11,71.8095238095238,10,10,11.405,"(9,12]"
"3551",321,190,"315",112,7,10,10,"1899-12-31 05:15:00","1899-12-31 05:40:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,25,11,71.8095238095238,10,10,11.34,"(9,12]"
"3552",321,190,"315",112,7,10,10,"1899-12-31 05:15:00","1899-12-31 05:40:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,25,11,71.8095238095238,10,10,11.34,"(9,12]"
"3553",321,192,"315",144,7,10,10,"1899-12-31 16:20:00","1899-12-31 17:30:00",6,"Publico + NA + NA","Publico",0,1,0,0,1,70,11,71.8095238095238,10,10,8.315,"(6,9]"
"3554",321,194,"315",134,7,10,10,"1899-12-31 06:00:00","1899-12-31 06:30:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,30,12,71.8095238095238,10,10,10.347,"(9,12]"
"3555",321,194,"315",134,7,10,10,"1899-12-31 09:00:00","1899-12-31 09:30:00",2,"Publico + A pie + NA","Publico",1,1,0,0,1,30,12,71.8095238095238,10,10,10.347,"(9,12]"
"3556",321,194,"315",134,7,10,10,"1899-12-31 05:00:00","1899-12-31 05:40:00",2,"A pie + Publico + A pie","Publico",1,1,0,0,1,40,12,71.8095238095238,10,10,10.347,"(9,12]"
"3557",321,202,"315",133,7,10,10,"1899-12-31 09:30:00","1899-12-31 10:00:00",1,"Publico + A pie + NA","Publico",1,1,0,0,1,30,12,71.8095238095238,10,10,10.503,"(9,12]"
"3558",321,202,"315",133,7,10,10,"1899-12-31 06:30:00","1899-12-31 06:50:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,20,12,71.8095238095238,10,10,10.503,"(9,12]"
"3559",321,202,"315",133,7,10,10,"1899-12-31 07:00:00","1899-12-31 08:00:00",1,"A pie + Publico + A pie","Publico",1,1,0,0,1,60,12,71.8095238095238,10,10,10.503,"(9,12]"
"3560",321,203,"315",115,7,10,10,"1899-12-31 05:30:00","1899-12-31 05:50:00",1,"A pie + Publico + NA","Publico",1,1,0,0,1,20,12,71.8095238095238,10,10,10.931,"(9,12]"
